#                                                                                    --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name            accession   tlen query name               accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#    ------------------- ---------- -----     -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ICM0007MP0313_1000269|15 -            721 NOG.COG0514.clustalo_raw -           5557  1.6e-194  648.5   0.0   1   1  7.9e-197  1.9e-194  648.3   0.0  4287  4748     2   618     1   707 0.79 -
ICM0007MP0313_1000006|65 -            590 NOG.COG0514.clustalo_raw -           5557  5.6e-172  573.6   0.0   1   1  2.9e-174  6.8e-172  573.4   0.0  4288  4735     9   587     5   589 0.80 -
ICM0007MP0313_1000347|12 -            643 NOG.COG0514.clustalo_raw -           5557  1.5e-155  519.1   0.3   1   1  7.5e-158  1.8e-155  518.9   0.3  4286  4649     5   571     1   634 0.86 -
ICM0007MP0313_1000482|4  -            630 NOG.COG0514.clustalo_raw -           5557   3.1e-36  123.0   5.1   1   1   1.9e-38   4.3e-36  122.5   5.1  5211  5544    27   426     3   433 0.81 -
ICM0007MP0313_1000076|4  -            467 NOG.COG0514.clustalo_raw -           5557   2.1e-31  107.0   0.0   1   1     1e-33   2.4e-31  106.8   0.0  2202  2512    23   355     6   430 0.84 -
ICM0007MP0313_1000159|32 -            823 NOG.COG0514.clustalo_raw -           5557   1.3e-30  104.3   0.0   1   1   6.9e-33   1.6e-30  104.0   0.0  2205  2521    21   396     8   492 0.76 -
ICM0007MP0313_1000013|37 -            485 NOG.COG0514.clustalo_raw -           5557   2.2e-27   93.6   0.0   1   1   1.1e-29   2.5e-27   93.4   0.0  2201  2513    31   364     7   477 0.80 -
ICM0007MP0313_1000017|36 -            487 NOG.COG0514.clustalo_raw -           5557   2.5e-27   93.4   0.0   1   1   1.2e-29   2.9e-27   93.2   0.0  2201  2513    40   372     9   469 0.82 -
ICM0007MP0313_1000200|19 -            434 NOG.COG0514.clustalo_raw -           5557     4e-27   92.8   0.0   1   1     2e-29   4.7e-27   92.5   0.0  2202  2512    22   351     7   421 0.78 -
ICM0007MP0313_1000390|8  -            623 NOG.COG0514.clustalo_raw -           5557   1.1e-26   91.3   0.0   1   1   5.4e-29   1.3e-26   91.1   0.0  2204  2521    22   379    10   549 0.70 -
ICM0007MP0313_1000242|2  -            441 NOG.COG0514.clustalo_raw -           5557   1.9e-26   90.5   0.0   1   1   9.6e-29   2.2e-26   90.3   0.0  2204  2512    25   352     8   420 0.82 -
ICM0007MP0313_1000085|6  -            467 NOG.COG0514.clustalo_raw -           5557     2e-26   90.4   0.0   1   1     1e-28   2.4e-26   90.2   0.0  2205  2512    32   355    11   422 0.77 -
ICM0007MP0313_1000134|19 -           1490 NOG.COG0514.clustalo_raw -           5557   5.6e-26   88.9   0.0   1   1   3.2e-28   7.6e-26   88.5   0.0  2202  2502    19   372     7   484 0.81 -
ICM0007MP0313_1000019|24 -            457 NOG.COG0514.clustalo_raw -           5557   1.6e-25   87.4   0.0   1   1   9.2e-28   2.2e-25   87.0   0.0  2187  2512    80   436     9   451 0.74 -
ICM0007MP0313_1000419|4  -            425 NOG.COG0514.clustalo_raw -           5557   2.9e-25   86.6   0.0   1   1   1.5e-27   3.4e-25   86.3   0.0  2203  2512    66   399     3   421 0.75 -
ICM0007MP0313_1000009|59 -            417 NOG.COG0514.clustalo_raw -           5557   7.9e-25   85.1   0.0   1   1   4.1e-27   9.6e-25   84.8   0.0  2203  2513    26   357     7   412 0.76 -
ICM0007MP0313_1000405|1  -            518 NOG.COG0514.clustalo_raw -           5557   1.8e-24   83.9   0.0   1   1   9.9e-27   2.3e-24   83.6   0.0  2203  2513    27   358    10   396 0.79 -
ICM0007MP0313_1000532|24 -            408 NOG.COG0514.clustalo_raw -           5557   1.5e-23   80.9   0.0   1   1     8e-26   1.9e-23   80.6   0.0  2205  2515    26   351    10   399 0.78 -
ICM0007MP0313_1000388|17 -           1158 NOG.COG0514.clustalo_raw -           5557   2.9e-19   66.7   0.0   1   1   1.3e-21     3e-19   66.6   0.0  2194  2512   538   929   164  1043 0.73 -
ICM0007MP0313_1000311|4  -           2147 NOG.COG0514.clustalo_raw -           5557   1.2e-17   61.3   0.0   1   2   6.3e-11   1.5e-08   31.1   0.0  2206  2355    79   270    33   298 0.82 -
ICM0007MP0313_1000311|4  -           2147 NOG.COG0514.clustalo_raw -           5557   1.2e-17   61.3   0.0   2   2   5.2e-10   1.2e-07   28.1   0.0  2437  2675  1012  1403   987  1632 0.57 -
ICM0007MP0313_1000056|28 -            723 NOG.COG0514.clustalo_raw -           5557   1.2e-17   61.3   0.1   1   1   6.6e-20   1.5e-17   60.9   0.1  4766  5083   148   618     5   693 0.53 -
ICM0007MP0313_1000195|8  -            513 NOG.COG0514.clustalo_raw -           5557   1.3e-17   61.2   0.2   1   1   1.2e-19   2.8e-17   60.1   0.2  2205  2512    19   472     7   505 0.73 -
ICM0007MP0313_1000403|10 -            694 NOG.COG0514.clustalo_raw -           5557   3.5e-17   59.7   0.4   1   1   1.6e-19   3.7e-17   59.7   0.4  2215  2510   292   599    48   674 0.70 -
ICM0007MP0313_1000442|8  -            673 NOG.COG0514.clustalo_raw -           5557   8.6e-17   58.4   1.1   1   1   4.5e-19   1.1e-16   58.2   1.1  4705  5099    54   648     4   670 0.54 -
ICM0007MP0313_1000288|13 -            674 NOG.COG0514.clustalo_raw -           5557   1.1e-16   58.1   0.2   1   1   5.9e-19   1.4e-16   57.8   0.2  4704  5073    58   624     8   669 0.51 -
ICM0007MP0313_1000186|12 -            722 NOG.COG0514.clustalo_raw -           5557   1.7e-16   57.5   0.7   1   1     1e-18   2.4e-16   57.0   0.7  4747  5080   109   621     6   670 0.50 -
ICM0007MP0313_1000394|2  -           1187 NOG.COG0514.clustalo_raw -           5557   4.4e-16   56.1   0.0   1   1   2.1e-18   4.8e-16   56.0   0.0  2138  2528   573   964   205  1020 0.68 -
ICM0007MP0313_1000014|5  -            675 NOG.COG0514.clustalo_raw -           5557   5.5e-16   55.8   0.1   1   1   2.7e-18   6.2e-16   55.6   0.1  4785  5085   194   631    12   672 0.53 -
ICM0007MP0313_1000201|17 -            693 NOG.COG0514.clustalo_raw -           5557     1e-15   54.9   0.1   1   1   4.6e-18   1.1e-15   54.8   0.1  2224  2518   294   604    73   664 0.71 -
ICM0007MP0313_1000512|1  -            472 NOG.COG0514.clustalo_raw -           5557   3.6e-15   53.1   0.0   1   1   1.8e-17   4.3e-15   52.8   0.0  2200  2512    68   435    11   461 0.69 -
ICM0007MP0313_1000502|14 -            743 NOG.COG0514.clustalo_raw -           5557   6.8e-15   52.1   3.3   1   1   3.9e-17   9.1e-15   51.7   3.3  4747  5121   105   650     5   734 0.52 -
ICM0007MP0313_1000081|22 -            755 NOG.COG0514.clustalo_raw -           5557     7e-15   52.1   0.0   1   1   3.7e-17   8.7e-15   51.8   0.0  4775  5074   149   624    13   663 0.62 -
ICM0007MP0313_1000518|6  -            692 NOG.COG0514.clustalo_raw -           5557   1.7e-13   47.5   0.1   1   1   7.8e-16   1.8e-13   47.4   0.1  2170  2517   218   600    25   676 0.64 -
ICM0007MP0313_1000017|37 -            771 NOG.COG0514.clustalo_raw -           5557   1.9e-13   47.3   0.0   1   1   9.4e-16   2.2e-13   47.1   0.0  4786  5077   222   626    21   669 0.59 -
ICM0007MP0313_1000311|10 -            967 NOG.COG0514.clustalo_raw -           5557   3.3e-13   46.5   2.7   1   1   2.1e-15     5e-13   45.9   2.7  2222  2571   146   656    31   953 0.55 -
ICM0007MP0313_1000169|15 -            678 NOG.COG0514.clustalo_raw -           5557   3.6e-13   46.4   6.0   1   1   1.9e-15   4.5e-13   46.1   6.0  4703  5080    55   616     4   675 0.45 -
ICM0007MP0313_1000198|20 -            703 NOG.COG0514.clustalo_raw -           5557   8.3e-13   45.2   1.2   1   1   3.6e-15   8.4e-13   45.2   1.2  2228  2510   307   607    74   671 0.74 -
ICM0007MP0313_1000061|13 -           1169 NOG.COG0514.clustalo_raw -           5557     2e-12   43.9   0.0   1   1   9.4e-15   2.2e-12   43.8   0.0  2194  2511   457   930   202  1008 0.73 -
ICM0007MP0313_1000155|24 -           1300 NOG.COG0514.clustalo_raw -           5557   2.2e-12   43.8   0.0   1   1   1.1e-14   2.5e-12   43.6   0.0  2210  2627    83   657    16   958 0.66 -
ICM0007MP0313_1000323|21 -            993 NOG.COG0514.clustalo_raw -           5557   5.7e-12   42.4   0.0   1   1   2.9e-14   6.8e-12   42.2   0.0  2062  2505   289   784    83   849 0.59 -
